size;num_tests;p;c
21;100;0.71;0.9991836
21;100;0.72;0.99972785
21;100;0.73;0.9996371
21;100;0.74;0.9999093
21;100;0.75;0.99972785
21;100;0.76;0.9999093
21;100;0.77;1.0
21;100;0.78;0.9999093
21;100;0.79;0.999864
21;100;0.8;0.9999093
21;100;0.81;1.0
21;100;0.82;1.0
21;100;0.83;1.0
21;100;0.84;1.0
21;100;0.85;1.0
21;100;0.86;0.9999093
21;100;0.87;1.0
21;100;0.88;1.0
21;100;0.89;1.0
21;100;0.9;1.0
21;100;0.91;1.0
21;100;0.92;1.0
21;100;0.93;1.0
21;100;0.94;1.0
21;100;0.95;1.0
21;100;0.96;1.0
21;100;0.97;1.0
21;100;0.98;1.0
21;100;0.99;1.0
21;100;1.0;1.0
22;100;0.0;1.0
22;100;0.01;0.95276886
22;100;0.02;0.86051667
22;100;0.03;0.75154954
22;100;0.04;0.65252054
22;100;0.05;0.5431405
22;100;0.06;0.44400826
22;100;0.07;0.37543383
22;100;0.08;0.29357433
22;100;0.09;0.23068184
22;100;0.1;0.19599177
22;100;0.11;0.15136372
22;100;0.12;0.11231406
22;100;0.13;0.0892975
22;100;0.14;0.07619831
22;100;0.15;0.053429734
22;100;0.16;0.039814036
22;100;0.17;0.03737602
22;100;0.18;0.029504122
22;100;0.19;0.018140491
22;100;0.2;0.017665287
22;100;0.21;0.013388429
22;100;0.22;0.0066528935
22;100;0.23;0.007747935
22;100;0.24;0.00338843
22;100;0.25;0.0058471076
22;100;0.26;0.0029545454
22;100;0.27;0.00086776866
22;100;0.28;0.0036363637
22;100;0.29;0.002334711
22;100;0.3;0.003553719
22;100;0.31;0.0014669421
22;100;0.32;0.0016942148
22;100;0.33;0.0030165284
22;100;0.34;0.0032231407
22;100;0.35;0.004876032
22;100;0.36;0.0076239663
22;100;0.37;0.009421488
22;100;0.38;0.015392562
22;100;0.39;0.019132234
22;100;0.4;0.018264465
22;100;0.41;0.0298967
22;100;0.42;0.043842975
22;100;0.43;0.05634297
22;100;0.44;0.08167358
22;100;0.45;0.10252066
22;100;0.46;0.1807851
22;100;0.47;0.20807856
22;100;0.48;0.31014466
22;100;0.49;0.40018594
22;100;0.5;0.4578307
22;100;0.51;0.6538844
22;100;0.52;0.79607445
22;100;0.53;0.86411196
22;100;0.54;0.9553309
22;100;0.55;0.9530787
22;100;0.56;0.98134345
22;100;0.57;0.9876451
22;100;0.58;0.98043424
22;100;0.59;0.995145
22;100;0.6;0.9951863
22;100;0.61;0.996178
22;100;0.62;0.9965085
22;100;0.63;0.99683917
22;100;0.64;0.9982646
22;100;0.65;0.997996
22;100;0.66;0.99861586
22;100;0.67;0.99898773
22;100;0.68;0.9988018
22;100;0.69;0.9990084
22;100;0.7;0.99942154
22;100;0.71;0.99950415
22;100;0.72;0.99950415
22;100;0.73;0.99942154
22;100;0.74;0.9998348
22;100;0.75;0.99966943
22;100;0.76;0.9996695
22;100;0.77;0.9997521
22;100;0.78;1.0
22;100;0.79;1.0
22;100;0.8;1.0
22;100;0.81;1.0
22;100;0.82;1.0
22;100;0.83;1.0
22;100;0.84;0.9999174
22;100;0.85;1.0
22;100;0.86;1.0
22;100;0.87;1.0
22;100;0.88;1.0
22;100;0.89;1.0
22;100;0.9;1.0
22;100;0.91;1.0
22;100;0.92;1.0
22;100;0.93;1.0
22;100;0.94;1.0
22;100;0.95;1.0
22;100;0.96;1.0
22;100;0.97;1.0
22;100;0.98;1.0
22;100;0.99;1.0
22;100;1.0;1.0
23;100;0.0;1.0
23;100;0.01;0.9540079
23;100;0.02;0.8727223
23;100;0.03;0.7430058
23;100;0.04;0.6327031
23;100;0.05;0.52945185
23;100;0.06;0.4305291
23;100;0.07;0.35132328
23;100;0.08;0.27977312
23;100;0.09;0.20228724
23;100;0.1;0.17672962
23;100;0.11;0.123251416
23;100;0.12;0.102306224
23;100;0.13;0.07867677
23;100;0.14;0.06482045
23;100;0.15;0.051795863
23;100;0.16;0.030926272
23;100;0.17;0.029886577
23;100;0.18;0.020775044
23;100;0.19;0.015538752
23;100;0.2;0.015066161
23;100;0.21;0.00816635
23;100;0.22;0.0077315676
23;100;0.23;0.003969754
23;100;0.24;0.0031568997
23;100;0.25;0.0036105858
23;100;0.26;0.0014177694
23;100;0.27;0.0017580342
23;100;0.28;0.0018525522
23;100;0.29;0.00062381855
23;100;0.3;0.0018147449
23;100;0.31;0.0016635162
23;100;0.32;0.0012854444
23;100;0.33;0.0020604916
23;100;0.34;0.0026843103
23;100;0.35;0.004461248
23;100;0.36;0.007183367
23;100;0.37;0.008903595
23;100;0.38;0.01024575
23;100;0.39;0.017069941
23;100;0.4;0.019754253
23;100;0.41;0.022438558
23;100;0.42;0.034914926
23;100;0.43;0.05395086
23;100;0.44;0.05761816
23;100;0.45;0.092362955
23;100;0.46;0.14776936
23;100;0.47;0.18714556
23;100;0.48;0.2669187
23;100;0.49;0.42134216
23;100;0.5;0.4764651
23;100;0.51;0.52362955
23;100;0.52;0.77570915
23;100;0.53;0.77648425
23;100;0.54;0.85646516
23;100;0.55;0.92000026
23;100;0.56;0.9658036
23;100;0.57;0.9743481
23;100;0.58;0.9896033
23;100;0.59;0.9939888
23;100;0.6;0.993346
23;100;0.61;0.99705124
23;100;0.62;0.9965786
23;100;0.63;0.996881
23;100;0.64;0.99810976
23;100;0.65;0.99827987
23;100;0.66;0.99867684
23;100;0.67;0.998261
23;100;0.68;0.99931955
23;100;0.69;0.9990927
23;100;0.7;0.9993573
23;100;0.71;0.999622
23;100;0.72;0.9994708
23;100;0.73;0.99969757
23;100;0.74;0.999622
23;100;0.75;0.99969757
23;100;0.76;0.9999244
23;100;0.77;0.99969757
23;100;0.78;0.9999244
23;100;0.79;1.0
23;100;0.8;1.0
23;100;0.81;1.0
23;100;0.82;0.9999244
23;100;0.83;1.0
23;100;0.84;1.0
23;100;0.85;1.0
23;100;0.86;1.0
23;100;0.87;1.0
23;100;0.88;1.0
23;100;0.89;1.0
23;100;0.9;1.0
23;100;0.91;1.0
23;100;0.92;1.0
23;100;0.93;1.0
23;100;0.94;1.0
23;100;0.95;1.0
23;100;0.96;1.0
23;100;0.97;1.0
23;100;0.98;1.0
23;100;0.99;1.0
23;100;1.0;1.0
24;100;0.0;1.0
24;100;0.01;0.9503992
24;100;0.02;0.85465264
24;100;0.03;0.72602445
24;100;0.04;0.6051214
24;100;0.05;0.479948
24;100;0.06;0.3934896
24;100;0.07;0.31567708
24;100;0.08;0.25439236
24;100;0.09;0.1955382
24;100;0.1;0.16286455
24;100;0.11;0.1163021
24;100;0.12;0.097795136
24;100;0.13;0.06272569
24;100;0.14;0.04892361
24;100;0.15;0.037569445
24;100;0.16;0.028819447
24;100;0.17;0.020659719
24;100;0.18;0.018246526
24;100;0.19;0.01295139
24;100;0.2;0.0067534726
24;100;0.21;0.005902778
24;100;0.22;0.0033333332
24;100;0.23;0.004305555
24;100;0.24;0.0020833334
24;100;0.25;0.0027430556
24;100;0.26;0.0012847222
24;100;0.27;0.0010590279
24;100;0.28;0.0002604167
24;100;0.29;0.00045138889
24;100;0.3;0.0007986112
24;100;0.31;0.00081597234
24;100;0.32;0.0015277779
24;100;0.33;0.0011111114
24;100;0.34;0.003177083
24;100;0.35;0.0056597223
24;100;0.36;0.0037673605
24;100;0.37;0.005850693
24;100;0.38;0.007413194
24;100;0.39;0.012083334
24;100;0.4;0.013350699
24;100;0.41;0.024409728
24;100;0.42;0.02463542
24;100;0.43;0.040538207
24;100;0.44;0.041284725
24;100;0.45;0.08196181
24;100;0.46;0.118576385
24;100;0.47;0.15901041
24;100;0.48;0.21850696
24;100;0.49;0.27793407
24;100;0.5;0.45069453
24;100;0.51;0.5645139
24;100;0.52;0.6556599
24;100;0.53;0.81093764
24;100;0.54;0.8657293
24;100;0.55;0.96510434
24;100;0.56;0.96331626
24;100;0.57;0.9665626
24;100;0.58;0.99267405
24;100;0.59;0.9925177
24;100;0.6;0.9945318
24;100;0.61;0.9934204
24;100;0.62;0.99635446
24;100;0.63;0.99822927
24;100;0.64;0.9976218
24;100;0.65;0.99793416
24;100;0.66;0.9983855
24;100;0.67;0.9994446
24;100;0.68;0.9993751
24;100;0.69;0.9991494
24;100;0.7;0.9994446
24;100;0.71;0.99979174
24;100;0.72;0.99934036
24;100;0.73;0.9996875
24;100;0.74;0.9996528
24;100;0.75;0.99993056
24;100;0.76;1.0
24;100;0.77;0.99979174
24;100;0.78;0.99993056
24;100;0.79;1.0
24;100;0.8;0.9998611
24;100;0.81;1.0
24;100;0.82;0.99993056
24;100;0.83;1.0
24;100;0.84;1.0
24;100;0.85;0.99993056
24;100;0.86;1.0
24;100;0.87;1.0
24;100;0.88;1.0
24;100;0.89;1.0
24;100;0.9;1.0
24;100;0.91;1.0
24;100;0.92;1.0
24;100;0.93;1.0
24;100;0.94;1.0
24;100;0.95;1.0
24;100;0.96;1.0
24;100;0.97;1.0
24;100;0.98;1.0
24;100;0.99;1.0
24;100;1.0;1.0
